time,seq_step,cmd_revolute_4_deg,pos_revolute_4_deg,vel_revolute_4_degps,torque_revolute_4_Nm,cmd_revolute_5_deg,pos_revolute_5_deg,vel_revolute_5_degps,torque_revolute_5_Nm,cmd_revolute_3_deg,pos_revolute_3_deg,vel_revolute_3_degps,torque_revolute_3_Nm,cmd_revolute_1_deg,pos_revolute_1_deg,vel_revolute_1_degps,torque_revolute_1_Nm,cmd_revolute_2_deg,pos_revolute_2_deg,vel_revolute_2_degps,torque_revolute_2_Nm,cmd_revolute_6_deg,pos_revolute_6_deg,vel_revolute_6_degps,torque_revolute_6_Nm
17.72,step1,29.7,16.759,16.851,40.0,0.0,-0.067,0.004,0.967,30.0,29.73,0.018,3.872,29.7,17.552,16.629,40.0,0.0,-0.002,-0.002,0.031,-30.0,-30.187,-0.061,2.676
17.74,step1,29.8,17.095,16.767,40.0,0.0,-0.067,0.004,0.966,30.0,29.73,0.018,3.867,29.8,17.883,16.534,40.0,0.0,-0.002,-0.002,0.032,-30.0,-30.188,-0.061,2.693
17.76,step1,29.9,17.429,16.683,40.0,0.0,-0.067,0.004,0.965,30.0,29.73,0.018,3.862,29.9,18.213,16.441,40.0,0.0,-0.002,-0.002,0.032,-30.0,-30.189,-0.06,2.711
17.78,step1,30.0,17.762,16.6,40.0,0.0,-0.067,0.004,0.964,30.0,29.731,0.019,3.857,30.0,18.541,16.348,40.0,0.0,-0.002,-0.002,0.033,-30.0,-30.191,-0.059,2.728
17.8,step1,30.0,18.093,16.518,40.0,0.0,-0.067,0.004,0.963,30.0,29.731,0.019,3.851,30.0,18.867,16.256,40.0,0.0,-0.002,-0.002,0.034,-30.0,-30.192,-0.059,2.745
17.82,step1,30.0,18.423,16.436,40.0,0.0,-0.067,0.004,0.962,30.0,29.732,0.02,3.846,30.0,19.191,16.165,40.0,0.0,-0.002,-0.002,0.034,-30.0,-30.193,-0.058,2.761
17.84,step2,30.0,18.75,16.354,40.0,0.0,-0.067,0.004,0.961,30.0,29.732,0.02,3.84,30.0,19.513,16.075,40.0,0.0,-0.002,-0.002,0.035,-30.0,-30.194,-0.057,2.778
17.86,step2,30.0,19.077,16.274,40.0,0.0,-0.067,0.004,0.959,30.0,29.732,0.02,3.834,30.0,19.833,15.985,40.0,0.0,-0.002,-0.002,0.036,-30.0,-30.195,-0.057,2.794
17.88,step2,29.9,19.401,16.194,40.0,0.0,-0.067,0.004,0.958,30.0,29.733,0.021,3.828,29.9,20.152,15.896,40.0,0.0,-0.003,-0.002,0.036,-30.0,-30.196,-0.056,2.81
17.9,step2,29.8,19.724,16.115,40.0,0.0,-0.067,0.004,0.957,30.0,29.733,0.021,3.822,29.8,20.469,15.808,40.0,0.0,-0.003,-0.002,0.037,-30.0,-30.197,-0.055,2.826
17.92,step2,29.7,20.046,16.036,40.0,0.0,-0.067,0.004,0.956,30.0,29.734,0.021,3.816,29.7,20.784,15.72,40.0,0.0,-0.003,-0.002,0.038,-30.0,-30.199,-0.055,2.842
17.94,step2,29.6,20.366,15.958,40.0,0.0,-0.067,0.004,0.955,30.0,29.734,0.022,3.81,29.6,21.098,15.633,40.0,0.0,-0.003,-0.002,0.038,-30.0,-30.2,-0.054,2.858
17.96,step2,29.4,20.684,15.88,40.0,0.0,-0.067,0.004,0.954,30.0,29.734,0.022,3.804,29.4,21.409,15.547,40.0,0.0,-0.003,-0.002,0.039,-30.0,-30.201,-0.054,2.873
17.98,step2,29.3,21.001,15.803,40.0,0.0,-0.066,0.004,0.952,30.0,29.735,0.022,3.798,29.3,21.719,15.461,40.0,0.0,-0.003,-0.002,0.04,-30.0,-30.202,-0.053,2.888
18.0,step2,29.1,21.316,15.727,40.0,0.0,-0.066,0.004,0.951,30.0,29.735,0.023,3.791,29.1,22.028,15.376,40.0,0.0,-0.003,-0.002,0.04,-30.0,-30.203,-0.052,2.903
18.02,step2,28.8,21.63,15.651,40.0,0.0,-0.066,0.004,0.95,30.0,29.736,0.023,3.785,28.8,22.334,15.292,40.0,0.0,-0.003,-0.003,0.041,-30.0,-30.204,-0.052,2.918
18.04,step2,28.6,21.942,15.576,40.0,0.0,-0.066,0.004,0.949,30.0,29.736,0.023,3.778,28.6,22.639,15.209,40.0,0.0,-0.003,-0.003,0.042,-30.0,-30.205,-0.051,2.933
18.06,step2,28.3,22.252,15.501,40.0,0.0,-0.066,0.004,0.948,30.0,29.737,0.024,3.771,28.3,22.943,15.126,40.0,0.0,-0.003,-0.003,0.043,-30.0,-30.206,-0.051,2.948
18.08,step2,28.0,22.562,15.427,40.0,0.0,-0.066,0.004,0.946,30.0,29.737,0.024,3.765,28.0,23.244,15.044,40.0,0.0,-0.003,-0.003,0.043,-30.0,-30.207,-0.05,2.962
18.1,step2,27.7,22.869,15.354,40.0,0.0,-0.066,0.004,0.945,30.0,29.738,0.024,3.758,27.7,23.544,14.962,40.0,0.0,-0.003,-0.003,0.044,-30.0,-30.208,-0.049,2.976
18.12,step2,27.4,23.176,15.281,40.0,0.0,-0.066,0.004,0.944,30.0,29.738,0.024,3.751,27.4,23.842,14.881,40.0,0.0,-0.003,-0.003,0.045,-30.0,-30.209,-0.049,2.99
18.14,step2,27.0,23.48,15.208,40.0,0.0,-0.066,0.005,0.942,30.0,29.739,0.025,3.744,27.0,24.139,14.801,40.0,0.0,-0.003,-0.003,0.045,-30.0,-30.21,-0.048,3.004
18.16,step2,26.6,23.783,15.01,40.0,0.0,-0.063,0.246,0.915,30.0,29.739,0.019,3.737,26.6,24.421,12.983,31.58,0.0,-0.004,-0.038,0.051,-30.0,-30.205,0.478,2.957
18.18,step2,26.2,24.064,12.717,30.963,0.0,-0.059,0.162,0.848,30.0,29.742,0.284,3.699,26.2,24.635,8.602,22.664,0.0,-0.003,0.125,0.043,-30.0,-30.194,0.587,2.794
18.2,step2,25.8,24.271,8.239,22.14,0.0,-0.057,0.029,0.821,30.0,29.749,0.372,3.6,25.8,24.755,3.885,15.081,0.0,0.0,0.133,0.001,-30.0,-30.183,0.427,2.639
18.22,step2,25.3,24.381,3.267,13.258,0.0,-0.058,-0.058,0.825,30.0,29.757,0.347,3.493,25.3,24.784,-0.503,7.382,0.0,0.002,0.024,-0.024,-30.0,-30.175,0.35,2.521
18.24,step2,24.8,24.396,-1.27,5.756,0.0,-0.06,-0.128,0.853,30.0,29.763,0.246,3.408,24.8,24.732,-4.242,0.857,0.0,0.001,-0.086,-0.015,-30.0,-30.17,0.266,2.438
18.26,step2,24.3,24.324,-5.429,-0.505,0.0,-0.062,-0.118,0.89,30.0,29.766,0.162,3.351,24.3,24.609,-7.679,-4.649,0.0,-0.001,-0.128,0.017,-30.0,-30.165,0.216,2.373
18.28,step2,23.8,24.174,-9.074,-5.616,0.0,-0.065,-0.115,0.922,30.0,29.769,0.056,3.317,23.8,24.42,-10.789,-9.19,0.0,-0.004,-0.137,0.054,-30.0,-30.162,0.087,2.323
18.3,step2,23.2,23.957,-12.207,-11.195,0.0,-0.067,-0.081,0.951,30.0,29.769,0.01,3.305,23.2,24.173,-13.595,-14.323,0.0,-0.006,-0.103,0.09,-30.0,-30.16,0.059,2.297
18.32,step2,22.6,23.682,-14.992,-15.922,0.0,-0.068,-0.036,0.967,30.0,29.769,-0.017,3.306,22.6,23.872,-16.206,-18.678,0.0,-0.008,-0.051,0.113,-30.0,-30.16,0.024,2.286
18.34,step2,22.0,23.355,-17.407,-19.908,0.0,-0.068,0.001,0.973,30.0,29.768,-0.042,3.316,22.0,23.522,-18.541,-22.328,0.0,-0.008,-0.004,0.121,-30.0,-30.16,-0.03,2.29
18.36,step2,21.4,22.984,-19.459,-23.248,0.0,-0.068,0.021,0.971,30.0,29.767,-0.065,3.333,21.4,23.129,-20.556,-25.349,0.0,-0.008,0.028,0.119,-30.0,-30.161,-0.086,2.311
18.38,step2,20.8,22.576,-21.171,-26.046,0.0,-0.067,0.034,0.964,30.0,29.766,-0.083,3.356,20.8,22.699,-22.232,-27.836,0.0,-0.007,0.048,0.108,-30.0,-30.164,-0.128,2.346
18.4,step2,20.2,22.137,-22.59,-28.392,0.0,-0.066,0.044,0.954,30.0,29.764,-0.096,3.384,20.2,22.239,-23.597,-29.884,0.0,-0.006,0.056,0.094,-30.0,-30.167,-0.153,2.39
18.42,step2,19.6,21.672,-23.765,-30.364,0.0,-0.066,0.048,0.941,30.0,29.761,-0.105,3.414,19.6,21.755,-24.692,-31.577,0.0,-0.005,0.056,0.078,-30.0,-30.171,-0.162,2.44
18.44,step2,19.0,21.186,-24.739,-32.026,0.0,-0.065,0.045,0.929,30.0,29.759,-0.11,3.447,19.0,21.252,-25.56,-32.987,0.0,-0.004,0.05,0.063,-30.0,-30.174,-0.158,2.491
18.46,step2,18.4,20.683,-25.544,-33.431,0.0,-0.064,0.037,0.917,30.0,29.757,-0.112,3.48,18.4,20.733,-26.244,-34.173,0.0,-0.003,0.04,0.05,-30.0,-30.178,-0.145,2.539
18.48,step2,17.8,20.165,-26.208,-34.625,0.0,-0.063,0.026,0.909,30.0,29.754,-0.113,3.514,17.8,20.203,-26.782,-35.182,0.0,-0.003,0.03,0.04,-30.0,-30.181,-0.127,2.583
18.5,step2,17.2,19.635,-26.754,-35.644,0.0,-0.063,0.012,0.904,30.0,29.752,-0.111,3.548,17.2,19.663,-27.207,-36.053,0.0,-0.002,0.02,0.034,-30.0,-30.183,-0.105,2.621
18.52,step2,16.6,19.095,-27.201,-36.52,0.0,-0.063,-0.0,0.903,30.0,29.75,-0.108,3.582,16.6,19.115,-27.543,-36.814,0.0,-0.002,0.012,0.029,-30.0,-30.185,-0.083,2.653
18.54,step2,16.0,18.547,-27.564,-37.279,0.0,-0.063,-0.011,0.905,30.0,29.748,-0.103,3.614,16.0,18.561,-27.814,-37.487,0.0,-0.002,0.006,0.027,-30.0,-30.187,-0.061,2.678
18.56,step2,15.4,17.993,-27.859,-37.943,0.0,-0.064,-0.018,0.91,30.0,29.745,-0.098,3.644,15.4,18.003,-28.033,-38.09,0.0,-0.002,0.002,0.026,-30.0,-30.188,-0.04,2.697
18.58,step2,14.8,17.434,-28.097,-38.531,0.0,-0.064,-0.022,0.917,30.0,29.743,-0.092,3.673,14.8,17.441,-28.212,-38.635,0.0,-0.002,-0.001,0.026,-30.0,-30.189,-0.022,2.711
18.6,step2,14.2,16.87,-28.289,-39.056,0.0,-0.065,-0.024,0.924,30.0,29.741,-0.086,3.701,14.2,16.875,-28.361,-39.133,0.0,-0.002,-0.002,0.027,-30.0,-30.19,-0.005,2.72
18.62,step2,13.6,16.303,-28.443,-39.531,0.0,-0.065,-0.023,0.931,30.0,29.74,-0.079,3.726,13.6,16.307,-28.484,-39.592,0.0,-0.002,-0.002,0.028,-30.0,-30.19,0.009,2.724
18.64,step2,13.0,15.733,-28.559,-39.967,0.0,-0.066,-0.022,0.938,30.0,29.738,-0.073,3.75,13.0,15.737,-28.573,-40.0,0.0,-0.002,-0.002,0.029,-30.0,-30.19,0.021,2.725
18.66,step2,12.4,15.162,-28.595,-40.0,0.0,-0.066,-0.023,0.945,30.0,29.736,-0.076,3.773,12.4,15.165,-28.587,-40.0,0.0,-0.002,-0.002,0.03,-30.0,-30.19,0.013,2.723
18.68,step2,11.8,14.59,-28.561,-40.0,0.0,-0.066,-0.022,0.952,30.0,29.735,-0.076,3.796,11.8,14.594,-28.536,-40.0,0.0,-0.002,-0.002,0.03,-30.0,-30.19,0.011,2.721
18.7,step2,11.2,14.02,-28.467,-40.0,0.0,-0.067,-0.018,0.958,30.0,29.733,-0.074,3.817,11.2,14.025,-28.429,-40.0,0.0,-0.002,-0.001,0.031,-30.0,-30.19,0.014,2.718
18.72,step2,10.6,13.452,-28.336,-40.0,0.0,-0.067,-0.012,0.962,30.0,29.732,-0.069,3.838,10.6,13.457,-28.29,-40.0,0.0,-0.002,0.001,0.031,-30.0,-30.189,0.024,2.713
18.74,step2,10.0,12.887,-28.193,-40.0,0.0,-0.067,-0.008,0.965,30.0,29.731,-0.062,3.857,10.0,12.893,-28.139,-40.0,0.0,-0.002,0.004,0.03,-30.0,-30.189,0.034,2.705
18.76,step2,9.4,12.325,-28.047,-40.0,0.0,-0.067,-0.005,0.967,30.0,29.729,-0.055,3.874,9.4,12.332,-27.983,-40.0,0.0,-0.002,0.005,0.029,-30.0,-30.188,0.043,2.694
18.78,step2,8.8,11.765,-27.902,-40.0,0.0,-0.068,-0.005,0.968,30.0,29.728,-0.05,3.889,8.8,11.774,-27.824,-40.0,0.0,-0.002,0.005,0.027,-30.0,-30.187,0.052,2.68
18.8,step2,8.2,11.209,-27.757,-40.0,0.0,-0.068,-0.005,0.97,30.0,29.727,-0.045,3.902,8.2,11.22,-27.663,-40.0,0.0,-0.002,0.005,0.026,-30.0,-30.186,0.06,2.664
18.82,step2,7.6,10.655,-27.614,-40.0,0.0,-0.068,-0.006,0.971,30.0,29.727,-0.041,3.915,7.6,10.668,-27.499,-40.0,0.0,-0.002,0.004,0.024,-30.0,-30.185,0.067,2.646
18.84,step2,7.0,10.105,-27.472,-40.0,0.0,-0.068,-0.007,0.973,30.0,29.726,-0.037,3.926,7.0,10.12,-27.335,-40.0,0.0,-0.002,0.003,0.024,-30.0,-30.183,0.074,2.626
18.86,step2,6.4,9.557,-27.33,-40.0,0.0,-0.068,-0.008,0.975,30.0,29.725,-0.034,3.936,6.4,9.575,-27.171,-40.0,0.0,-0.002,0.002,0.023,-30.0,-30.182,0.079,2.604
18.88,step2,5.8,9.012,-27.188,-40.0,0.0,-0.068,-0.008,0.977,30.0,29.725,-0.031,3.945,5.8,9.033,-27.008,-40.0,0.0,-0.002,0.001,0.023,-30.0,-30.18,0.084,2.581
18.9,step2,5.2,8.469,-27.047,-40.0,0.0,-0.068,-0.008,0.98,30.0,29.724,-0.028,3.954,5.2,8.495,-26.846,-40.0,0.0,-0.002,0.0,0.022,-30.0,-30.178,0.088,2.556
18.92,step2,4.6,7.93,-26.905,-40.0,0.0,-0.069,-0.007,0.982,30.0,29.723,-0.025,3.961,4.6,7.96,-26.686,-40.0,0.0,-0.002,0.0,0.022,-30.0,-30.176,0.091,2.531
18.94,step2,4.0,7.393,-26.764,-40.0,0.0,-0.069,-0.007,0.984,30.0,29.723,-0.023,3.968,4.0,7.428,-26.526,-40.0,0.0,-0.002,0.0,0.022,-30.0,-30.175,0.093,2.504
18.96,step2,3.4,6.86,-26.622,-40.0,0.0,-0.069,-0.006,0.986,30.0,29.722,-0.021,3.975,3.4,6.899,-26.368,-40.0,0.0,-0.002,0.001,0.022,-30.0,-30.173,0.095,2.477
18.98,step2,2.8,6.329,-26.481,-40.0,0.0,-0.069,-0.005,0.987,30.0,29.722,-0.018,3.98,2.8,6.373,-26.211,-40.0,0.0,-0.002,0.001,0.022,-30.0,-30.171,0.097,2.45
19.0,step2,2.2,5.801,-26.34,-40.0,0.0,-0.069,-0.004,0.989,30.0,29.722,-0.016,3.985,2.2,5.851,-26.055,-40.0,0.0,-0.002,0.001,0.022,-30.0,-30.169,0.098,2.422
19.02,step2,1.6,5.276,-26.2,-40.0,0.0,-0.069,-0.003,0.99,30.0,29.721,-0.015,3.99,1.6,5.332,-25.9,-40.0,0.0,-0.001,0.001,0.021,-30.0,-30.167,0.099,2.394
19.04,step2,1.0,4.753,-26.06,-40.0,0.0,-0.069,-0.003,0.991,30.0,29.721,-0.013,3.994,1.0,4.815,-25.745,-40.0,0.0,-0.001,0.002,0.021,-30.0,-30.165,0.1,2.365
19.06,step2,0.4,4.233,-25.921,-40.0,0.0,-0.069,-0.002,0.991,30.0,29.721,-0.011,3.997,0.4,4.302,-25.591,-40.0,0.0,-0.001,0.002,0.021,-30.0,-30.163,0.101,2.336
19.08,step2,-0.2,3.717,-25.782,-40.0,0.0,-0.069,-0.002,0.992,30.0,29.721,-0.01,4.0,-0.2,3.792,-25.437,-40.0,0.0,-0.001,0.002,0.02,-30.0,-30.161,0.102,2.307
19.1,step2,-0.8,3.202,-25.644,-40.0,0.0,-0.069,-0.002,0.993,30.0,29.721,-0.008,4.002,-0.8,3.285,-25.284,-40.0,0.0,-0.001,0.002,0.02,-30.0,-30.159,0.103,2.278
19.12,step2,-1.4,2.691,-25.506,-40.0,0.0,-0.069,-0.002,0.993,30.0,29.72,-0.007,4.005,-1.4,2.781,-25.132,-40.0,0.0,-0.001,0.001,0.019,-30.0,-30.157,0.103,2.248
19.14,step2,-2.0,2.182,-25.369,-40.0,0.0,-0.069,-0.001,0.994,30.0,29.72,-0.005,4.006,-2.0,2.28,-24.98,-40.0,0.0,-0.001,0.001,0.019,-30.0,-30.155,0.104,2.219
19.16,step2,-2.6,1.677,-25.233,-40.0,0.0,-0.069,-0.001,0.994,30.0,29.72,-0.004,4.008,-2.6,1.782,-24.829,-40.0,0.0,-0.001,0.001,0.018,-30.0,-30.153,0.104,2.189
19.18,step2,-3.2,1.173,-25.097,-40.0,0.0,-0.069,-0.001,0.994,30.0,29.72,-0.003,4.009,-3.2,1.287,-24.678,-40.0,0.0,-0.001,0.001,0.018,-30.0,-30.151,0.104,2.159
19.2,step2,-3.8,0.673,-24.962,-40.0,0.0,-0.069,-0.001,0.995,30.0,29.72,-0.001,4.009,-3.8,0.795,-24.529,-40.0,0.0,-0.001,0.001,0.018,-30.0,-30.148,0.104,2.129
19.22,step2,-4.4,0.175,-24.827,-40.0,0.0,-0.069,-0.001,0.995,30.0,29.72,-0.0,4.009,-4.4,0.306,-24.38,-40.0,0.0,-0.001,0.001,0.018,-30.0,-30.146,0.105,2.099
19.24,step2,-5.0,-0.32,-24.693,-40.0,0.0,-0.069,-0.001,0.995,30.0,29.72,0.001,4.009,-5.0,-0.18,-24.232,-40.0,0.0,-0.001,0.001,0.017,-30.0,-30.144,0.105,2.069
19.26,step2,-5.6,-0.812,-24.559,-40.0,0.0,-0.069,-0.0,0.995,30.0,29.72,0.002,4.009,-5.6,-0.663,-24.085,-40.0,0.0,-0.001,0.0,0.017,-30.0,-30.142,0.105,2.039
19.28,step2,-6.2,-1.302,-24.426,-40.0,0.0,-0.069,-0.0,0.995,30.0,29.72,0.003,4.008,-6.2,-1.143,-23.939,-40.0,0.0,-0.001,0.0,0.017,-30.0,-30.14,0.105,2.009
19.3,step2,-6.8,-1.789,-24.294,-40.0,0.0,-0.069,0.0,0.995,30.0,29.72,0.004,4.007,-6.8,-1.62,-23.794,-40.0,0.0,-0.001,0.0,0.017,-30.0,-30.138,0.105,1.979
19.32,step2,-7.4,-2.273,-24.162,-40.0,0.0,-0.069,0.0,0.995,30.0,29.72,0.005,4.006,-7.4,-2.094,-23.649,-40.0,0.0,-0.001,0.0,0.017,-30.0,-30.136,0.105,1.949
19.34,step2,-8.0,-2.755,-24.031,-40.0,0.0,-0.069,0.0,0.995,30.0,29.72,0.007,4.004,-8.0,-2.566,-23.506,-40.0,0.0,-0.001,0.0,0.017,-30.0,-30.134,0.105,1.919
19.36,step2,-8.6,-3.234,-23.9,-40.0,0.0,-0.069,0.001,0.995,30.0,29.721,0.008,4.002,-8.6,-3.034,-23.363,-40.0,0.0,-0.001,0.0,0.017,-30.0,-30.132,0.105,1.889
19.38,step2,-9.2,-3.711,-23.77,-40.0,0.0,-0.069,0.001,0.995,30.0,29.721,0.009,4.0,-9.2,-3.5,-23.221,-40.0,0.0,-0.001,0.0,0.017,-30.0,-30.13,0.104,1.86
19.4,step2,-9.8,-4.185,-23.641,-40.0,0.0,-0.069,0.001,0.995,30.0,29.721,0.01,3.997,-9.8,-3.963,-23.079,-40.0,0.0,-0.001,-0.0,0.017,-30.0,-30.128,0.104,1.83
19.42,step2,-10.4,-4.656,-23.513,-40.0,0.0,-0.069,0.001,0.994,30.0,29.721,0.011,3.994,-10.4,-4.423,-22.939,-40.0,0.0,-0.001,-0.0,0.017,-30.0,-30.125,0.104,1.8
19.44,step2,-11.0,-5.125,-23.385,-40.0,0.0,-0.069,0.001,0.994,30.0,29.721,0.011,3.991,-11.0,-4.88,-22.8,-40.0,0.0,-0.001,-0.0,0.017,-30.0,-30.123,0.104,1.77
19.46,step2,-11.6,-5.592,-23.257,-40.0,0.0,-0.069,0.001,0.994,30.0,29.722,0.012,3.988,-11.6,-5.335,-22.661,-40.0,0.0,-0.001,-0.0,0.017,-30.0,-30.121,0.104,1.74
19.48,step2,-12.2,-6.055,-23.131,-40.0,0.0,-0.069,0.002,0.993,30.0,29.722,0.013,3.984,-12.2,-5.786,-22.523,-40.0,0.0,-0.001,-0.0,0.017,-30.0,-30.119,0.104,1.711
19.5,step2,-12.8,-6.517,-23.005,-40.0,0.0,-0.069,0.002,0.993,30.0,29.722,0.014,3.98,-12.8,-6.235,-22.386,-40.0,0.0,-0.001,-0.0,0.017,-30.0,-30.117,0.103,1.681
19.52,step2,-13.4,-6.975,-22.88,-40.0,0.0,-0.069,0.002,0.992,30.0,29.722,0.015,3.976,-13.4,-6.681,-22.25,-40.0,0.0,-0.001,-0.001,0.017,-30.0,-30.115,0.103,1.651
19.54,step2,-14.0,-7.432,-22.755,-40.0,0.0,-0.069,0.002,0.992,30.0,29.723,0.016,3.971,-14.0,-7.125,-22.115,-40.0,0.0,-0.001,-0.001,0.018,-30.0,-30.113,0.103,1.622
19.56,step2,-14.6,-7.885,-22.631,-40.0,0.0,-0.069,0.002,0.991,30.0,29.723,0.017,3.967,-14.6,-7.566,-21.981,-40.0,0.0,-0.001,-0.001,0.018,-30.0,-30.111,0.103,1.592
19.58,step2,-15.2,-8.337,-22.508,-40.0,0.0,-0.069,0.002,0.99,30.0,29.723,0.018,3.962,-15.2,-8.004,-21.847,-40.0,0.0,-0.001,-0.001,0.018,-30.0,-30.109,0.102,1.563
19.6,step2,-15.8,-8.785,-22.386,-40.0,0.0,-0.069,0.002,0.99,30.0,29.724,0.018,3.957,-15.8,-8.439,-21.714,-40.0,0.0,-0.001,-0.001,0.018,-30.0,-30.107,0.102,1.534
19.62,step2,-16.4,-9.232,-22.264,-40.0,0.0,-0.069,0.002,0.989,30.0,29.724,0.019,3.951,-16.4,-8.872,-21.583,-40.0,0.0,-0.001,-0.001,0.018,-30.0,-30.105,0.102,1.505
19.64,step2,-17.0,-9.676,-22.143,-40.0,0.0,-0.069,0.003,0.988,30.0,29.725,0.02,3.946,-17.0,-9.302,-21.452,-40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.103,0.101,1.476
19.66,step2,-17.6,-10.117,-22.023,-40.0,0.0,-0.069,0.003,0.988,30.0,29.725,0.021,3.94,-17.6,-9.73,-21.322,-40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.101,0.101,1.447
19.68,step2,-18.2,-10.556,-21.903,-40.0,0.0,-0.069,0.003,0.987,30.0,29.725,0.021,3.934,-18.2,-10.155,-21.193,-40.0,0.0,-0.001,-0.001,0.019,-30.0,-30.099,0.101,1.418
19.7,step2,-18.8,-10.993,-21.784,-40.0,0.0,-0.069,0.003,0.986,30.0,29.726,0.022,3.928,-18.8,-10.578,-21.065,-40.0,0.0,-0.001,-0.001,0.02,-30.0,-30.097,0.1,1.389
19.72,step2,-19.4,-11.427,-21.666,-40.0,0.0,-0.069,0.003,0.985,30.0,29.726,0.023,3.921,-19.4,-10.997,-20.937,-40.0,0.0,-0.001,-0.001,0.02,-30.0,-30.095,0.1,1.36
19.74,step2,-20.0,-11.859,-21.548,-40.0,0.0,-0.069,0.003,0.984,30.0,29.727,0.023,3.915,-20.0,-11.415,-20.811,-40.0,0.0,-0.001,-0.001,0.02,-30.0,-30.093,0.1,1.331
19.76,step2,-20.6,-12.289,-21.432,-40.0,0.0,-0.069,0.003,0.983,30.0,29.727,0.024,3.908,-20.6,-11.83,-20.685,-40.0,0.0,-0.001,-0.001,0.021,-30.0,-30.091,0.099,1.303
19.78,step2,-21.2,-12.717,-21.316,-40.0,0.0,-0.069,0.003,0.982,30.0,29.728,0.025,3.901,-21.2,-12.242,-20.56,-40.0,0.0,-0.001,-0.002,0.021,-30.0,-30.089,0.099,1.274
19.8,step2,-21.8,-13.142,-21.2,-40.0,0.0,-0.069,0.004,0.981,30.0,29.728,0.025,3.894,-21.8,-12.652,-20.437,-40.0,0.0,-0.002,-0.002,0.022,-30.0,-30.087,0.099,1.246
19.82,step2,-22.4,-13.564,-21.086,-40.0,0.0,-0.068,0.004,0.98,30.0,29.729,0.026,3.886,-22.4,-13.059,-20.314,-40.0,0.0,-0.002,-0.002,0.022,-30.0,-30.085,0.098,1.218
19.84,step2,-23.0,-13.985,-20.972,-40.0,0.0,-0.068,0.004,0.979,30.0,29.729,0.027,3.879,-23.0,-13.464,-20.191,-40.0,0.0,-0.002,-0.002,0.023,-30.0,-30.083,0.098,1.19
19.86,step2,-23.5,-14.403,-20.859,-40.0,0.0,-0.068,0.004,0.978,30.0,29.73,0.027,3.871,-23.5,-13.867,-20.07,-40.0,0.0,-0.002,-0.002,0.023,-30.0,-30.081,0.098,1.162
19.88,step2,-24.1,-14.819,-20.746,-40.0,0.0,-0.068,0.004,0.977,30.0,29.73,0.028,3.863,-24.1,-14.267,-19.95,-40.0,0.0,-0.002,-0.002,0.024,-30.0,-30.079,0.097,1.134
19.9,step2,-24.6,-15.233,-20.634,-40.0,0.0,-0.068,0.004,0.976,30.0,29.731,0.029,3.855,-24.6,-14.664,-19.83,-40.0,0.0,-0.002,-0.002,0.024,-30.0,-30.077,0.097,1.106
19.92,step2,-25.1,-15.644,-20.523,-40.0,0.0,-0.068,0.004,0.975,30.0,29.732,0.029,3.847,-25.1,-15.06,-19.712,-40.0,0.0,-0.002,-0.002,0.025,-30.0,-30.075,0.096,1.078
19.94,step2,-25.6,-16.053,-20.413,-40.0,0.0,-0.068,0.004,0.974,30.0,29.732,0.03,3.838,-25.6,-15.453,-19.594,-40.0,0.0,-0.002,-0.002,0.025,-30.0,-30.073,0.096,1.051
19.96,step2,-26.0,-16.46,-20.304,-40.0,0.0,-0.068,0.004,0.972,30.0,29.733,0.03,3.83,-26.0,-15.843,-19.477,-40.0,0.0,-0.002,-0.002,0.026,-30.0,-30.071,0.096,1.023
19.98,step2,-26.4,-16.865,-20.195,-40.0,0.0,-0.068,0.004,0.971,30.0,29.733,0.031,3.821,-26.4,-16.231,-19.361,-40.0,0.0,-0.002,-0.002,0.026,-30.0,-30.069,0.095,0.996
20.0,step2,-26.9,-17.268,-20.087,-40.0,0.0,-0.068,0.005,0.97,30.0,29.734,0.031,3.812,-26.9,-16.617,-19.246,-40.0,0.0,-0.002,-0.002,0.027,-30.0,-30.067,0.095,0.969
20.02,step2,-27.2,-17.669,-19.979,-40.0,0.0,-0.068,0.005,0.968,30.0,29.735,0.032,3.803,-27.2,-17.001,-19.131,-40.0,0.0,-0.002,-0.002,0.028,-30.0,-30.066,0.094,0.942
20.04,step2,-27.6,-18.067,-19.873,-40.0,0.0,-0.068,0.005,0.967,30.0,29.735,0.032,3.794,-27.6,-17.382,-19.018,-40.0,0.0,-0.002,-0.002,0.028,-30.0,-30.064,0.094,0.915
20.06,step2,-27.9,-18.463,-19.767,-40.0,0.0,-0.067,0.005,0.966,30.0,29.736,0.033,3.785,-27.9,-17.762,-18.905,-40.0,0.0,-0.002,-0.002,0.029,-30.0,-30.062,0.094,0.888
20.08,step2,-28.2,-18.857,-19.661,-40.0,0.0,-0.067,0.005,0.964,30.0,29.737,0.033,3.775,-28.2,-18.138,-18.793,-40.0,0.0,-0.002,-0.002,0.03,-30.0,-30.06,0.093,0.861
20.1,step2,-28.5,-19.249,-19.557,-40.0,0.0,-0.067,0.005,0.963,30.0,29.737,0.034,3.766,-28.5,-18.513,-18.682,-40.0,0.0,-0.002,-0.002,0.03,-30.0,-30.058,0.093,0.835
